"","Unnamed: 0","Unnamed: 0.1","tweetID","tweetText","tweetRetweetCt","tweetFavoriteCt","tweetSource","tweetCreated","userID","userScreen","userName","userCreateDt","clean text","text length","Sentiment Analysis","pos_count","neg_count"
"1207","1207","3724","1498731159596982274","@Mobily رقم 2

اللهم صل على سيدنا محمد وعلى اله واصحابه اجمعين","0.0","0.0","Twitter for Android","2022-03-01 18:45:28+00:00","2893898328.0","yemyes785","مُحَمَدْ مُصْطَفَى إبراهيم","2014-11-08 16:16:41+00:00","رقم اللهم صل سيدنا محمد وعلي اله واصحابه اجمعين","47","neutral","0","1"
"1208","1208","3727","1498730974565314565","@Mobily رقم 2 

💙🤍
🤲🏻
@Mobily","1.0","3.0","Twitter for iPhone","2022-03-01 18:44:44+00:00","1.416710003164074e+18","123ff_xx","أبـــو فـهـــد |🦅","2021-07-18 10:42:53+00:00","رقم","3","neutral","0","0"
"1209","1209","3728","1498730934253797377","@Mobily 2

ياارب الفوز","0.0","0.0","Twitter for Android","2022-03-01 18:44:34+00:00","1.46095413854464e+18","ibkr535","نسناس","2021-11-17 12:53:17+00:00","ياارب الفوز","11","neutral","0","0"
"1210","1210","3735","1498730600554979332","@Mobily القطعة رقم 2💙","0.0","0.0","Twitter for Android","2022-03-01 18:43:14+00:00","1.45415077109692e+18","Yusufgame7","انسان","2021-10-29 18:19:01+00:00","القطعه رقم","10","neutral","0","0"
"1211","1211","3738","1498730487602241536","@Mobily القطعة رقن 2
اللهم صل وسلم وبارك على نبينا محمد وعلى آله وصحبه وسلم تسليما كثيرا يااااااااااارب توفيقك يااااااااااارب توفيقك يااااااااااارب توفيقك يااااااااااارب توفيقك يااااااااااارب توفيقك يااااااااااارب توفيقك يااااااااااارب توفيقك يااااااااااارب توفيقك 
@Mobily https://t.co/TaVPkzc1fH","0.0","0.0","Twitter for iPhone","2022-03-01 18:42:47+00:00","8.978886748174664e+17","saisa345","ليونه🍓🦋اذكروني بدعوه","2017-08-16 18:31:56+00:00","القطعه رقن اللهم صل وسلم وبارك نبينا محمد وعلي اله وصحبه وسلم تسليما ياارب توفيقك ياارب توفيقك ياارب توفيقك ياارب توفيقك ياارب توفيقك ياارب توفيقك ياارب توفيقك ياارب توفيقك","172","neutral","0","1"
"1212","1212","3739","1498730314490953728","@Mobily رقم 2
.
.

#موبايلي
...","0.0","0.0","Twitter for iPhone","2022-03-01 18:42:06+00:00","2529633721.0","alfaras20201","أبو فيصل","2014-05-28 09:53:09+00:00","رقم","3","neutral","0","0"
"1213","1213","3746","1498729895022796808","@Mobily رقم ٢
يارب افوز","0.0","0.0","Twitter for Android","2022-03-01 18:40:26+00:00","7.655023403423744e+17","FESALALI1400","FESAL ALi","2016-08-16 10:55:55+00:00","رقم يارب افوز","13","neutral","0","0"
"1214","1214","3749","1498729700780355586","@Mobily على فكرة تطبيقكم فاشل","0.0","0.0","Twitter for Android","2022-03-01 18:39:40+00:00","443033854.0","leena20012","الحرة","2011-12-21 18:51:33+00:00","فكره تطبيقكم فاشل","17","negative","0","1"
"1215","1215","3752","1498729448090259456","@Mobily القطعة
رقم

2

توكلنا على الله ❤️❤️❤️❤️❤️❤️❤️❤️","0.0","0.0","Twitter for Android","2022-03-01 18:38:40+00:00","636045141.0","kn902","💛Khaloood 💛 T1D","2012-07-15 06:45:43+00:00","القطعه رقم توكلنا الله","22","neutral","0","0"
"1216","1216","3756","1498729256951717893","@Mobily @ghinaa0546 رقم 2
⭐⭐
.
.
.

#موبايلي
...","0.0","0.0","Twitter for iPhone","2022-03-01 18:37:54+00:00","7.920013057871749e+17","afif13251","عمر الاهلاوي","2016-10-28 13:53:20+00:00","رقم","3","neutral","0","0"
"1217","1217","3761","1498728880441602048","مهرجان وصله يوم الجمعة والسبت القادمين …والتغطية سيئة جدا…تكاد تكون منعدمة…ومتوقع حضور المهرجان باليوم الواحد مايقرب من ١٠٠٠٠ من الحضور…نرجو سرعة تغطية مكان المهرجان بالرياض #الوادى_الخفى من مكالمات وانترنت @stc_ksa @Mobily @ZainKSA","0.0","0.0","Twitter for iPhone","2022-03-01 18:36:24+00:00","1.0661287105275904e+18","Ahmedel60217705","Ahmed elnemr","2018-11-24 00:37:47+00:00","مهرجان وصله الجمعه والسبت القادمين والتغطيه سيئه جدا تكاد تكون منعدمه ومتوقع حضور المهرجان باليوم الواحد مايقرب ١٠٠ الحضور نرجو سرعه تغطيه مكان المهرجان بالرياض الوادي الخفي مكالمات وانترنت","189","neutral","0","0"
"1218","1218","3769","1498728538995929090","@Mobily رقم القــــطــــعــــــة ٢ 

يارب افوووووووووووووووووووووووز .","0.0","0.0","Twitter for iPhone","2022-03-01 18:35:03+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القــطــعــه يارب افووز","27","neutral","0","0"
"1219","1219","3772","1498728461376147459","@Mobily القطعة

رقم ٢

#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:34:44+00:00","7.370155171107512e+17","noon_20_ra","norah","2016-05-29 20:19:27+00:00","القطعه رقم","10","neutral","0","0"
"1220","1220","3774","1498728384498741254","@Mobily رقم القطعة ٢ 

يارب افووووووووووووووووووووووووووووز .

،،
،،،
،،،
،،،
،،،
،،،
،،،
،،،
،،،
...
...
...
...
...
...","0.0","0.0","Twitter for iPhone","2022-03-01 18:34:26+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القطعه يارب افووز","21","neutral","0","0"
"1221","1221","3777","1498728156412485634","@Mobily القطعة رقم  2","0.0","0.0","Twitter for Android","2022-03-01 18:33:32+00:00","1.178088031179481e+18","abuwaleeed1431","ابو وليد","2019-09-28 23:24:22+00:00","القطعه رقم","10","neutral","0","0"
"1222","1222","3780","1498728094743552000","@Mobily القطعه رقم2","0.0","0.0","Twitter for iPhone","2022-03-01 18:33:17+00:00","1.3393538236309957e+18","871_xi","فاطمه","2020-12-16 23:37:03+00:00","القطعه رقم2","11","neutral","0","0"
"1223","1223","3783","1498728002514997258","@Mobily رقم القطعة ٢ 

يارب افوووووووووووووووز 

..
،،
،،،
،،،
،،،
،،،
،،،
،،،
،،،
،،،
،،،،
،،،،
،،،،","0.0","0.0","Twitter for iPhone","2022-03-01 18:32:55+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القطعه يارب افووز","21","neutral","0","0"
"1224","1224","3784","1498727972794245126","@Mobily إذا يحتاج أحد كرت شحن موبايلي
كلموني
عندي ٣٤٥ ريال
مفرقه ١١٥ ريال

شريت للعميل.. وصلت عند البيت ومايرد علي","0.0","1.0","Twitter for Android","2022-03-01 18:32:48+00:00","1.4080424647877632e+18","WvRMhjcoHtHhOJj","أحمد","2021-06-24 12:41:11+00:00","يحتاج كرت شحن كلموني عندي ٣٤٥ مفرقه ١١٥ شريت للعميل وصلت البيت ومايرد علي","73","negative","0","0"
"1225","1225","3785","1498727860328144902","@Mobily رقم القطعة ٢ 

يارب افووووووووووز يارب","0.0","0.0","Twitter for iPhone","2022-03-01 18:32:21+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القطعه يارب افووز يارب","26","neutral","0","0"
"1226","1226","3791","1498727466256510979","@Mobily رقم القطعة ٢ 

يارب افوووووووووووووووووز .. ،","0.0","0.0","Twitter for iPhone","2022-03-01 18:30:47+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القطعه يارب افووز","21","neutral","0","0"
"1227","1227","3793","1498727391992197126","@Mobily رقم القطعة ٢ 

يارب افووووووووز ،،","0.0","0.0","Twitter for iPhone","2022-03-01 18:30:29+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القطعه يارب افووز","21","neutral","0","0"
"1228","1228","3794","1498727357720453128","@Mobily القطعة رقن 2
اللهم صل وسلم وبارك على نبينا محمد وعلى آله وصحبه وسلم تسليما كثيرا يااااااااااارب توفيقك يااااااااااارب توفيقك يااااااااااارب توفيقك يااااااااااارب توفيقك يااااااااااارب توفيقك يااااااااااارب توفيقك يااااااااااارب توفيقك يااااااااااارب توفيقك 
@Mobily","0.0","0.0","Twitter for iPhone","2022-03-01 18:30:21+00:00","7.17770714208727e+17","mazekary","MZeka","2016-04-06 17:47:28+00:00","القطعه رقن اللهم صل وسلم وبارك نبينا محمد وعلي اله وصحبه وسلم تسليما ياارب توفيقك ياارب توفيقك ياارب توفيقك ياارب توفيقك ياارب توفيقك ياارب توفيقك ياارب توفيقك ياارب توفيقك","172","neutral","0","1"
"1229","1229","3795","1498727333167050762","@Mobily رقم القطعة ٢ 

،،","0.0","0.0","Twitter for iPhone","2022-03-01 18:30:15+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القطعه","10","neutral","0","0"
"1230","1230","3796","1498727249377382400","@Mobily رقم القطعة 2 

يارب افوووووووووووووووووووووووووووز ،،،","0.0","0.0","Twitter for iPhone","2022-03-01 18:29:55+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القطعه يارب افووز","21","neutral","0","0"
"1231","1231","3802","1498727114920579078","@Mobily رقم القطعة ٢ 

يارب افوووووووووووووووووووووووووووووووووووووز","0.0","0.0","Twitter for iPhone","2022-03-01 18:29:23+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القطعه يارب افووز","21","neutral","0","0"
"1232","1232","3803","1498727023044345865","@Mobily رقم القطعة ٢ 

يارب يارب افوووووووووووووووووووووز ،،","0.0","0.0","Twitter for iPhone","2022-03-01 18:29:01+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القطعه يارب يارب افووز","26","neutral","0","0"
"1233","1233","3804","1498726940718546949","@Mobily رقم القطعة ٢ 

رقم القطعة ٢ 

يارب افوووووووووووووووووووووووز .","0.0","0.0","Twitter for iPhone","2022-03-01 18:28:42+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القطعه رقم القطعه يارب افووز","32","neutral","0","0"
"1234","1234","3806","1498726791594352640","@Mobily رقم القطعة ٢ 

يارب يارب افوووووووووووووووووووووووز","0.0","0.0","Twitter for iPhone","2022-03-01 18:28:06+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القطعه يارب يارب افووز","26","neutral","0","0"
"1235","1235","3808","1498726777912500229","@Mobily @musabqat_sa القطعة رقم 2","0.0","0.0","Twitter for iPhone","2022-03-01 18:28:03+00:00","445332473.0","sadeq_mahdi","Lord Of The Ring","2011-12-24 08:29:20+00:00","القطعه رقم","10","neutral","0","0"
"1236","1236","3809","1498726685470076929","@Mobily رقم القطعة ٢ 

يارب افووووووووووووووووووووووز","0.0","0.0","Twitter for iPhone","2022-03-01 18:27:41+00:00","1.1788056401495736e+18","NonaBugshan","Nona","2019-09-30 23:00:07+00:00","رقم القطعه يارب افووز","21","neutral","0","0"
"1237","1237","3810","1498726639668240387","@Mobily الاجابه هو رقم 2

.
.
.

#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:27:30+00:00","1.4632840134858588e+18","Yosef_y_khan2","يوسف بن يعقوب","2021-11-23 23:11:25+00:00","الاجابه رقم","11","neutral","0","0"
"1238","1238","3812","1498726625441206285","@Mobily . 
.
.
.
رقم 2

.
.
.

#موبايلي
...","1.0","10.0","Twitter for Android","2022-03-01 18:27:27+00:00","9.57467402807206e+17","567jkl","Abu ahmaad🇸🇦","2018-01-28 04:16:32+00:00","رقم","3","neutral","0","0"
"1239","1239","3813","1498726382033149955","@Mobily رقم 2
💙💙💙
#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:26:29+00:00","1866517880.0","Rio__990","𝑅𝑎𝑦𝑎𝑛 𝐴𝑏𝑑𝑢𝑙𝑙𝑎ℎ","2013-09-15 06:33:18+00:00","رقم","3","neutral","0","0"
"1240","1240","3819","1498726080387194888","@Mobily رقم ٢
اللهم صل وسلم وبارك على نبينا وحبيبنا محمد","0.0","0.0","Twitter for iPhone","2022-03-01 18:25:17+00:00","209975933.0","aldali2000","د.علي الدالي","2010-10-30 08:35:43+00:00","رقم اللهم صل وسلم وبارك نبينا وحبيبنا محمد","42","neutral","0","0"
"1241","1241","3820","1498726037873647621","@r3r_o @Mobily @CITC_SA الله يكون بعونك 
النت في جده كذا","0.0","0.0","Twitter for iPhone","2022-03-01 18:25:07+00:00","1.2361913019027538e+18","hilaliaa1957","+'﴿حگاية الهـلال|𝓝𝓞𝓗𝓐","2020-03-07 07:26:12+00:00","الله بعونك النت جده","19","negative","0","0"
"1242","1242","3825","1498725541855301635","@RozanaPerfume @NorthAbhor @Mobily خذيت stc مب طبيعية الشبكة 😍🔥","0.0","1.0","Twitter for iPhone","2022-03-01 18:23:08+00:00","1.449896921355653e+18","NFC1111111","خ","2021-10-18 00:36:02+00:00","خذيت  مب طبيعيه الشبكه","22","neutral","0","1"
"1243","1243","3828","1498725484615675908","@Mobily القطعة رقم  :

2  😊","0.0","0.0","Twitter for Android","2022-03-01 18:22:55+00:00","9.22471755322708e+17","fsh_75","فاتن الطرباق.","2017-10-23 14:36:19+00:00","القطعه رقم","10","neutral","0","0"
"1244","1244","3830","1498725428864950274","@Mobily رقم 2
#موبايلي
.","0.0","0.0","Twitter Web App","2022-03-01 18:22:41+00:00","621376339.0","X3boode","بوعابد▫️◽◻️","2012-06-28 22:45:46+00:00","رقم","3","neutral","0","0"
"1245","1245","3833","1498725243250262021","@Mobily 
@CITC_SA 
يعني ما صارت اكثر من 5 ساعات بدون شبكة نت وبدون ابراج اتصال بس نشحذ شبكة من الناس وش هالخدمة السيئة يا موبايلي وفوقها فواتير خياليه","5.0","6.0","Twitter for iPhone","2022-03-01 18:21:57+00:00","3993116303.0","r3r_o","﮼حكاية | ᴬ.ᴴᴬᴰᴵ ✪","2015-10-19 08:15:54+00:00","يعني صارت ساعات بدون شبكه نت وبدون ابراج اتصال نشحذ شبكه الناس وش هالخدمه السيئه وفوقها فواتير خياليه","101","negative","0","1"
"1246","1246","3835","1498725198345949193","@Mobily القطعة رقم 2
 @Mobily","0.0","0.0","Twitter for Android","2022-03-01 18:21:46+00:00","1.3464180595448218e+18","mm67zn","مزنه","2021-01-05 11:29:15+00:00","القطعه رقم","10","neutral","0","0"
"1247","1247","3836","1498725063561986057","@Mobily القطعة الناقصة رقم 2

@Mobily 

يارب توفيقك 🤲 https://t.co/fQDSckKvcU","0.0","0.0","Twitter for iPhone","2022-03-01 18:21:14+00:00","838335529.0","zioona_18","zioona_18|🥀✨.","2012-09-21 18:21:31+00:00","القطعه الناقصه رقم يارب توفيقك","30","neutral","0","0"
"1248","1248","3839","1498724973023739904","@Mobily رقم ٢
الله يرزقنا يارب 🙏🏻","0.0","1.0","Twitter for iPhone","2022-03-01 18:20:53+00:00","1.18271854131064e+18","E34O1","𝑚𝑜𝑛𝑎 𝑎𝑏𝑑𝑎𝑙𝑙𝑎ℎ☽أم وتين💗","2019-10-11 18:04:19+00:00","رقم الله يرزقنا يارب","20","neutral","0","0"
"1249","1249","3842","1498724901624107011","@Mobily القطعة 2.    يارب","0.0","0.0","Twitter for iPhone","2022-03-01 18:20:36+00:00","1.4808660816946954e+18","aahp4500","𝙽𝙰𝚆𝙰𝙵🤎.","2022-01-11 11:36:24+00:00","القطعه يارب","11","neutral","0","0"
"1250","1250","3846","1498724787065131016","@Mobily القطعة رقم  2

..
.
📱📱📱📱","0.0","0.0","Twitter for Android","2022-03-01 18:20:08+00:00","8.72513420238762e+17","eyssakahlil","ابو عمر","2017-06-07 17:59:44+00:00","القطعه رقم","10","neutral","0","0"
"1251","1251","3848","1498724754416713735","@Mobily الجواب الصحيح بإختصار /
رقم 2
#موبايلي","0.0","0.0","Twitter for Android","2022-03-01 18:20:01+00:00","1.4686482423217605e+18","Jaber888101","@Jaber88810🐅","2021-12-08 18:27:07+00:00","الجواب الصحيح باختصار رقم","25","neutral","0","0"
"1252","1252","3849","1498724751497474051","@Mobily رقم 2 

#موبايلي

.
@Mobily","0.0","0.0","Twitter for Android","2022-03-01 18:20:00+00:00","9.741965174174884e+17","hamad_hazza11","حمد بن هزاع","2018-03-15 08:12:04+00:00","رقم","3","neutral","0","0"
"1253","1253","3850","1498724511893659652","@Mobily استحوا وأخجلوا من سرقكم بدل هالتغريدات التافهة ، أنا من 3 شهور أعاني من سرق الجيجا من باقاتكم !
من جد مقرفين أسعار نار بمقابل خدمات تسرق عيان بيان !
قلة حياء وأدب !","0.0","0.0","Twitter for Android","2022-03-01 18:19:03+00:00","2249263690.0","_Azazh","عزيزه‍ #متضررات_الضمان","2013-12-29 03:01:03+00:00","استحوا واخجلوا سرقكم بدل هالتغريدات التافهه شهور اعاني سرق الجيجا باقاتكم جد مقرفين اسعار نار بمقابل خدمات تسرق عيان بيان قله حياء وادب","135","negative","0","0"
"1254","1254","3852","1498724330020163587","@Mobily رقم 2 

#موبايلي.. 💙💚","0.0","0.0","Twitter for iPhone","2022-03-01 18:18:19+00:00","1.3338175023176008e+18","acefavboys","نجمة🌟","2020-12-01 16:57:41+00:00","رقم","3","neutral","0","0"
"1255","1255","3854","1498724287888429066","@Mobily رقم 2 

#موبايلي.. 🧡","0.0","0.0","Twitter for iPhone","2022-03-01 18:18:09+00:00","1.3338175023176008e+18","acefavboys","نجمة🌟","2020-12-01 16:57:41+00:00","رقم","3","neutral","0","0"
"1256","1256","3855","1498724257320345601","@Mobily رقم 2 

#موبايلي..  🤍","0.0","0.0","Twitter for iPhone","2022-03-01 18:18:02+00:00","1.3338175023176008e+18","acefavboys","نجمة🌟","2020-12-01 16:57:41+00:00","رقم","3","neutral","0","0"
"1257","1257","3863","1498724002877083649","@Mobily @Abud317 رقم 2 

#موبايلي
🤲🏻
@Mobily.","0.0","0.0","Twitter for Android","2022-03-01 18:17:01+00:00","1.3499897908637778e+18","Ma5jd9","شمعة امل","2021-01-15 08:00:58+00:00","رقم","3","neutral","0","0"
"1258","1258","3866","1498723964780228609","@Mobily @Abud317 رقم 2 

#موبايلي
🤲🏻
@Mobily","0.0","0.0","Twitter for Android","2022-03-01 18:16:52+00:00","1.3499897908637778e+18","Ma5jd9","شمعة امل","2021-01-15 08:00:58+00:00","رقم","3","neutral","0","0"
"1259","1259","3869","1498723576320610306","@Mobily رقم 2

.
.
.
💙💙
#موبايلي","0.0","0.0","Twitter for Android","2022-03-01 18:15:20+00:00","1.4878140216298168e+18","mtab998","متابع","2022-01-30 15:44:54+00:00","رقم","3","neutral","0","0"
"1260","1260","3870","1498723548038406153","@mkzr1112 @Mobily ماهو بس المفوتر حتى مسبق الدفع ، مشتركة في باقة 150 وعندي 20 جيجا نت سرقوا الجيجا فجاءة جاني تنبيه باقي 4 جيجا وبعد ساعات لقيت 1 جيجا وأنا على مواقع التواصل الي هم كاتبين مجانية ، قلة حياء وأدب الله لا يحللهم وعساه زقوم هالأموال ال يسرقونها بلا مقابل !","0.0","0.0","Twitter for Android","2022-03-01 18:15:13+00:00","2249263690.0","_Azazh","عزيزه‍ #متضررات_الضمان","2013-12-29 03:01:03+00:00","ماهو المفوتر مسبق الدفع مشتركه باقه 150 وعندي 20 جيجا نت سرقوا الجيجا فجاءه جاني تنبيه باقي جيجا وبعد ساعات لقيت جيجا وانا مواقع التواصل الي كاتبين مجانيه قله حياء وادب الله يحللهم وعساه زقوم هالاموال ال يسرقونها بلا","216","negative","0","1"
"1261","1261","3873","1498723467054694401","@Mobily رقم 2القطعة","0.0","0.0","Twitter for Android","2022-03-01 18:14:54+00:00","1.33856231788211e+18","aond_1","f a r i sًََِٓٓ","2020-12-14 19:11:49+00:00","رقم 2القطعه","11","neutral","0","0"
"1262","1262","3874","1498723466102689794","@Mobily قطعة ٢

قطعة ٢","0.0","0.0","Twitter for Android","2022-03-01 18:14:53+00:00","9.086111337282272e+17","Yousef5090","¥OUS€£","2017-09-15 08:39:10+00:00","قطعه قطعه","9","neutral","0","0"
"1263","1263","3877","1498723072098062337","@Mobily @abodai15 شريحتي شركات ضاعت ممكن استخرج مكانها","0.0","0.0","Twitter for Android","2022-03-01 18:13:19+00:00","1.4967063783832084e+18","Mohamed38744","Mohamed","2022-02-24 04:39:56+00:00","شريحتي شركات ضاعت ممكن استخرج مكانها","36","neutral","0","0"
"1264","1264","3882","1498722726156062720","@Mobily القطعة رقم 2  ✔️","0.0","0.0","Twitter for Android","2022-03-01 18:11:57+00:00","444153267.0","r_9_z","T 🍃","2011-12-22 23:34:43+00:00","القطعه رقم","10","neutral","0","0"
"1265","1265","3883","1498722692635242509","@Mobily قطعه 2
#موبايلي
@Mobily","0.0","0.0","Twitter for Android","2022-03-01 18:11:49+00:00","8.440240168348877e+17","r0_u89","𝚂𝙻","2017-03-21 03:13:01+00:00","قطعه","4","neutral","0","0"
"1266","1266","3886","1498722516013039631","@Mobily الاجابة : 

رقم 2

.
.☑️☑️☑️
.

#موبايلي https://t.co/wUhp6E6rSX","0.0","0.0","Twitter for iPhone","2022-03-01 18:11:07+00:00","1.3851141852568658e+18","S0m02as","أسماء صالح","2021-04-22 06:13:43+00:00","الاجابه رقم","11","neutral","0","0"
"1267","1267","3888","1498722474116145153","@Mobily القطعة رقم 2 طبعًا","0.0","0.0","Twitter for iPhone","2022-03-01 18:10:57+00:00","1.475222214190551e+18","No0ne1122","Mennatullah Hassan","2021-12-26 21:49:32+00:00","القطعه رقم طبع","14","neutral","0","0"
"1268","1268","3899","1498721607438807043","@Mobily رقم 2

🔵⚪🔵

#موبايلي https://t.co/ALmYMNcieH","0.0","0.0","Twitter for iPhone","2022-03-01 18:07:30+00:00","1.464296051167445e+18","ooo0788","غيمة☁️🦩","2021-11-26 18:12:48+00:00","رقم","3","neutral","0","0"
"1269","1269","3900","1498721580507140106","@Mobily ❤️💐رقم 2

.
.
.

.
.
.

#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:07:24+00:00","1.4085144366215578e+18","Hudanew12","༊෴✿هدى✿〄࿐","2021-06-25 19:58:32+00:00","رقم","3","neutral","0","0"
"1270","1270","3901","1498721546688471045","@Mobily ❤️💐❤️💐💙💐❤️💐رقم 2

.
.
.

.
.
.

#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:07:16+00:00","1.4085144366215578e+18","Hudanew12","༊෴✿هدى✿〄࿐","2021-06-25 19:58:32+00:00","رقم","3","neutral","0","0"
"1271","1271","3902","1498721517710065667","@Mobily @yh8XWS9eEQnUxqq رقم 2

🔵⚪🔵

#موبايلي https://t.co/gmmvqD4vzs","0.0","0.0","Twitter for iPhone","2022-03-01 18:07:09+00:00","1.464296051167445e+18","ooo0788","غيمة☁️🦩","2021-11-26 18:12:48+00:00","رقم","3","neutral","0","0"
"1272","1272","3904","1498721504300830725","@Mobily ❤️💐❤️💐💜💐رقم 2

.
.
.

.
.
.

#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:07:06+00:00","1.4085144366215578e+18","Hudanew12","༊෴✿هدى✿〄࿐","2021-06-25 19:58:32+00:00","رقم","3","neutral","0","0"
"1273","1273","3906","1498721465948155908","@Mobily 🥰❤️💐❤️❤️🥰💐❤️رقم 2

.
.
.

.
.
.

#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:06:57+00:00","1.4085144366215578e+18","Hudanew12","༊෴✿هدى✿〄࿐","2021-06-25 19:58:32+00:00","رقم","3","neutral","0","0"
"1274","1274","3908","1498721413653577732","@Mobily ❤️💐💐💐❤️رقم 2

.
.
.

.
.
.

#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:06:44+00:00","1.4085144366215578e+18","Hudanew12","༊෴✿هدى✿〄࿐","2021-06-25 19:58:32+00:00","رقم","3","neutral","0","0"
"1275","1275","3909","1498721386143092737","@Mobily ❤️❤️❤️❤️❤️❤️❤️رقم 2

.
.
.

.
.
.

#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:06:38+00:00","1.4085144366215578e+18","Hudanew12","༊෴✿هدى✿〄࿐","2021-06-25 19:58:32+00:00","رقم","3","neutral","0","0"
"1276","1276","3912","1498721343315099655","@Mobily ❤️❤️💙💙💙رقم 2

.
.
.

.
.
.

#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:06:27+00:00","1.4085144366215578e+18","Hudanew12","༊෴✿هدى✿〄࿐","2021-06-25 19:58:32+00:00","رقم","3","neutral","0","0"
"1277","1277","3914","1498721318312857600","@Mobily ❤️❤️❤️رقم 2

.
.
.

.
.
.

#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:06:21+00:00","1.4085144366215578e+18","Hudanew12","༊෴✿هدى✿〄࿐","2021-06-25 19:58:32+00:00","رقم","3","neutral","0","0"
"1278","1278","3916","1498721295416107011","@Mobily ❤️❤️رقم 2

.
.
.

.
.
.

#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:06:16+00:00","1.4085144366215578e+18","Hudanew12","༊෴✿هدى✿〄࿐","2021-06-25 19:58:32+00:00","رقم","3","neutral","0","0"
"1279","1279","3918","1498721275161845760","@Mobily ❤️رقم 2

.
.
.

.
.
.

#موبايلي","0.0","0.0","Twitter for iPhone","2022-03-01 18:06:11+00:00","1.4085144366215578e+18","Hudanew12","༊෴✿هدى✿〄࿐","2021-06-25 19:58:32+00:00","رقم","3","neutral","0","0"
"1280","1280","3919","1498721234468712457","@Mobily @Mobily انتم الافضل💙🤍","0.0","0.0","Twitter for iPhone","2022-03-01 18:06:01+00:00","74317295.0","7_uu7xx","محمــد الشهـــري 🇸🇦✨","2009-09-15 00:42:15+00:00","انتم الافضل","11","positive","1","0"
"1281","1281","3921","1498721132307963905","@Mobily @RoroSci رقم 2

.
.
.

.
.
.

#موبايلي يارب","0.0","0.0","Twitter for iPhone","2022-03-01 18:05:37+00:00","1354381171.0","mmmommm555hh","منال","2013-04-15 13:29:26+00:00","رقم يارب","8","neutral","0","0"
"1282","1282","3924","1498720949226647559","@Mobily @Mobily
القطعه رقم ٢
.","0.0","0.0","Twitter for Android","2022-03-01 18:04:53+00:00","8.72341921448022e+17","saadhilalf15","هلالي فخم بطل الثلاثية 🥇🏆💙","2017-06-07 06:38:16+00:00","القطعه رقم","10","neutral","0","0"
"1283","1283","3925","1498720892653875204","@Mobily الحمدالله على كل حال ان الله يرزق من يشاء (قطعه رقم 2)","0.0","0.0","Twitter for iPhone","2022-03-01 18:04:40+00:00","7.752680922429563e+17","Yousef545055136","YousefMohammed❤️","2016-09-12 09:41:31+00:00","الحمدالله حال الله يرزق يشاء قطعه رقم","37","neutral","0","0"
"1284","1284","3927","1498720820939608065","@Mobily القطعة الناقصة رقم 2

@Mobily 

يارب توفيقك 🤲","0.0","0.0","Twitter for iPad","2022-03-01 18:04:23+00:00","1365239840.0","abusb7","mohammed_basilim","2013-04-19 19:40:18+00:00","القطعه الناقصه رقم يارب توفيقك","30","neutral","0","0"
"1285","1285","3929","1498720695789961226","@Mobily رقم القطعة ٢","0.0","0.0","Twitter for Android","2022-03-01 18:03:53+00:00","2345467976.0","abo1menah1","🇸🇦❤لطف الله الأنصاري🇸🇦❤","2014-02-15 17:26:58+00:00","رقم القطعه","10","neutral","0","0"
"1286","1286","3930","1498720632900669443","@Mobily قطعة رقم 2 
يارب يكون من نصيبي🤲","0.0","0.0","Twitter for Android","2022-03-01 18:03:38+00:00","3266523828.0","abab2600","عبدالله","2015-07-03 00:19:45+00:00","قطعه رقم يارب نصيبي","19","neutral","0","0"
